"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000971"	28159.7741420997	-3.86241504276969	0.557115986082738	-6.93287419362631	4.12374918665516e-12	7.00148533585882e-11
"ENSG00000001461"	822.90703219775	1.18886266071554	0.210320168386764	5.6526326972566	1.5800872537524e-08	1.48503649997506e-07
"ENSG00000001629"	1790.06520963985	0.648693703787808	0.206482245731702	3.14164397761687	0.00168002184797951	0.00555069255118629
"ENSG00000002016"	442.745855993995	0.640848606966233	0.230539274504014	2.77978061805289	0.00543956328284748	0.0154364014340323
"ENSG00000002587"	1122.88360286782	3.62462060647248	0.52457834519266	6.90958870050437	4.86060876782985e-12	8.17876503645964e-11
"ENSG00000003137"	360.9641291588	2.73076255296365	0.722400621309961	3.78012209902567	0.000156751469556226	0.000665015753608277
"ENSG00000003393"	1571.65797981274	-0.726281132451159	0.190786219697013	-3.80677982720432	0.000140787977719636	0.000603260010287097
"ENSG00000004866"	1026.17993890965	-1.73881133641498	0.149041487878679	-11.6666262606717	1.88761357677833e-31	4.8073118099726e-29
"ENSG00000005102"	67.5158637497345	2.53724691908647	0.598385257313016	4.24015613365827	2.23364366747378e-05	0.000114946791711747
"ENSG00000005187"	2372.10615195933	-1.77374229629715	0.560095464047279	-3.16685709875241	0.00154096021155503	0.00514742845497077
"ENSG00000005238"	903.043917258784	0.715161842261706	0.243093331255508	2.94192291729311	0.00326181108647612	0.00984882021047595
"ENSG00000005700"	3091.53881632473	-1.32010451411546	0.254492206317807	-5.18720998656804	2.13467987015493e-07	1.62814403426904e-06
"ENSG00000005801"	927.600209637891	0.934317669534797	0.204356392748347	4.57200118366424	4.83088209476425e-06	2.84378933461687e-05
"ENSG00000005812"	1201.41036216116	-1.02635510541973	0.20167349360235	-5.08919187686334	3.59592624152122e-07	2.6255920166589e-06
"ENSG00000006118"	5754.558389254	5.51015277531808	0.595754425224633	9.24903373271704	2.26531209615025e-20	1.19332272660655e-18
"ENSG00000006125"	8543.33319114773	1.06101879657453	0.15439077582431	6.87229396257408	6.31775934463661e-12	1.04133890278117e-10
"ENSG00000006194"	1366.36794558334	0.409277994924617	0.132619188409033	3.08611445926131	0.00202790743018426	0.00653250408703768
"ENSG00000006451"	2107.09954106977	0.650492929218812	0.16983351788592	3.83017991569697	0.000128049600233777	0.000552451414994076
"ENSG00000006576"	766.827014939727	0.737806753342577	0.212460665805131	3.47267457977042	0.000515299749493456	0.00194067851375593
"ENSG00000006757"	1052.28836949064	-0.861548303287668	0.301710412857665	-2.85554712920734	0.00429627459931995	0.0125657035858877
"ENSG00000006837"	20.6133152939183	1.54086449490777	0.314987751708295	4.89182352822005	9.99060034826761e-07	6.70102207913902e-06
"ENSG00000007062"	3014.88827748673	3.37734923932812	0.640524151948113	5.2727898379103	1.34365399554496e-07	1.06536161369613e-06
"ENSG00000007237"	2348.15419184382	3.36905975639652	0.680234037829609	4.95279502205744	7.31550236167734e-07	5.0353728102974e-06
"ENSG00000008130"	2505.25039941262	-1.45942069828246	0.19799851518212	-7.37086688220905	1.69522053587557e-13	3.55105194750633e-12
"ENSG00000008394"	16458.5674514298	-3.41375175909108	0.434208347181527	-7.86201320460546	3.78008173168463e-15	1.00422688953429e-13
"ENSG00000008405"	684.453038785005	-0.877394184122879	0.224456362338538	-3.90897444376981	9.26887676419738e-05	0.000412177226935662
"ENSG00000008513"	3766.63109488705	-1.79569606931195	0.397300360643287	-4.5197443727573	6.1914343854291e-06	3.56539043698155e-05
"ENSG00000008838"	3143.14436693766	0.403965750593172	0.151568628911634	2.66523325765973	0.00769349386132459	0.0208625429565917
"ENSG00000009954"	3871.23000715917	0.263324315014181	0.111104193864175	2.37006638413752	0.0177848916948113	0.0429740227911718
"ENSG00000010030"	191.829836348249	1.53477856938811	0.41991989572886	3.65493177389029	0.00025725038002797	0.00104217017968035
"ENSG00000010165"	1913.85122237249	0.690500269401257	0.181454740971857	3.80535810584498	0.000141599172513104	0.000606275713735794
"ENSG00000010244"	4231.73614321812	0.535958045203389	0.0897303990043686	5.9729818562079	2.32955817283963e-09	2.51295523663771e-08
"ENSG00000010292"	2204.7174274632	2.07382764445459	0.221065659282292	9.38104837805852	6.53199669046835e-21	3.72315174819152e-19
"ENSG00000010361"	611.322523826496	0.844215202704008	0.253780739545737	3.32655348162015	0.000879271449485515	0.00312974805979123
"ENSG00000010626"	315.948885548992	1.08377623171112	0.301091501921309	3.59949126692512	0.000318840340254609	0.00126357318417036
"ENSG00000010803"	1266.48011327292	1.05186542891122	0.218064276120436	4.82364854814771	1.40955699039778e-06	9.19224381570152e-06
"ENSG00000010810"	1313.70136208175	-1.02683811344731	0.39500004814889	-2.59958984374669	0.00933352426987508	0.0246834114669901
"ENSG00000011114"	1124.20713605386	0.551846513852082	0.206041743230203	2.67832384448196	0.00739916407809353	0.0201628709294597
"ENSG00000011376"	760.255980974747	-1.32322423304059	0.161467626607766	-8.19498162473731	2.5063144837612e-16	7.92659983136875e-15
"ENSG00000011465"	9322.65393203697	-1.40190898839331	0.438242283965512	-3.19893593038968	0.00137935819427496	0.00466889384995319
"ENSG00000011523"	879.456615865594	0.9761960228419	0.264924914621683	3.68480263260978	0.000228879929530581	0.00093846035262799
"ENSG00000011638"	881.145424697205	2.83578630285166	0.386260733591509	7.34163754229974	2.10996165847034e-13	4.37652304321538e-12
"ENSG00000012171"	1130.8817176915	1.87596339715581	0.487978451413045	3.8443570442989	0.000120868919619967	0.00052447758715956
