GeneID,condition
GSM8422516,control
GSM8422517,control
GSM8422518,control
GSM8422519,DAPK3_KO
GSM8422520,DAPK3_KO
GSM8422521,DAPK3_KO
,
,
,
,
,
,
,
,
,
,
,
,
