"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000971"	4862.45350924277	-1.38366509719214	0.348360238955406	-3.97193750165403	7.12904257450197e-05	0.000755739560835525
"ENSG00000001461"	3276.47026177206	-0.617149434787621	0.159391471380722	-3.87191001777942	0.000107985819626445	0.00106945990343185
"ENSG00000001629"	7599.17210906813	0.667714211017247	0.225657783671766	2.95896822237908	0.00308670929420452	0.0162143194725977
"ENSG00000002822"	74.9654518804078	1.16568412703439	0.340405025170707	3.42440340429705	0.000616150842920783	0.00447293996833485
"ENSG00000003137"	1039.90425297249	1.67947032112581	0.45800006287227	3.66696526326502	0.000245446122521511	0.00209631121048173
"ENSG00000005075"	2716.73748552757	0.900336507161255	0.213901289994214	4.20912144655887	2.56365571683897e-05	0.000322290213474318
"ENSG00000005187"	744.375809528654	-1.65319204968043	0.561024070732153	-2.94673996344393	0.00321143138053557	0.0167138445527208
"ENSG00000005249"	1039.03310857804	-2.39902812818668	0.405622195984589	-5.91443996885669	3.3300666036868e-09	1.39219276041188e-07
"ENSG00000005700"	6939.49370604111	-0.531415394758715	0.192150505420335	-2.76562059306702	0.00568145939060819	0.0261678295991985
"ENSG00000006042"	2571.46293930091	-0.794755911950655	0.316363603566359	-2.51215975223253	0.0119994754953402	0.0468068818315388
"ENSG00000006576"	2413.32346050432	0.637390748300794	0.210273323955649	3.03124874002198	0.00243544524133554	0.013447906408792
"ENSG00000006757"	941.347225199759	-0.922297997194449	0.261843339831366	-3.52232750234714	0.000427775327417822	0.00330804012523037
"ENSG00000007237"	2407.20819300447	-1.31309009431584	0.373313816833615	-3.51738948601809	0.000435813785517322	0.00335564567473479
"ENSG00000008405"	1800.81293339197	-0.512457354373992	0.164791009565336	-3.10974097267614	0.00187251474952209	0.01095869892675
"ENSG00000008441"	11434.6227112825	-1.10772289143556	0.232572311295198	-4.7629181877526	1.90813216862182e-06	3.55657959961522e-05
"ENSG00000008710"	8406.75730427085	-1.287052150271	0.218045047212336	-5.90268922282673	3.57623565892034e-09	1.47550222234867e-07
"ENSG00000009307"	35929.8089208542	-0.642930817463174	0.146676823622469	-4.3833156567258	1.16886559538599e-05	0.000166002753741147
"ENSG00000009413"	3184.05160766592	-0.713323026570292	0.1670128506812	-4.27106670930316	1.94540199895517e-05	0.000254846518181764
"ENSG00000009954"	11146.085515334	0.454690793799896	0.134733654788394	3.37473806758981	0.00073885978417282	0.00519287575168678
"ENSG00000010030"	920.989846340793	1.12833593281984	0.317415985112225	3.55475459883002	0.0003783320237556	0.00300060890986907
"ENSG00000010072"	1285.10010568325	0.522889781146555	0.145474288878389	3.59437935856604	0.000325165769472017	0.00264510086329732
"ENSG00000010165"	2436.70462955912	0.344818245085755	0.133134182222296	2.59000535647569	0.00959744385609797	0.0393739927175607
"ENSG00000010244"	13174.1140403967	0.373359449466774	0.0921715462553976	4.05070181238182	5.10642467185114e-05	0.000572078737872594
"ENSG00000010292"	14676.3114915997	1.25229989768362	0.21889397993364	5.72103398212809	1.05877716111491e-08	3.81450791934092e-07
"ENSG00000010803"	2929.85901004476	-0.734228138365492	0.176377736468807	-4.16281642493661	3.14346084666555e-05	0.000381305051966513
"ENSG00000011114"	4226.42276761847	-0.374088548970545	0.144219873711791	-2.59387655350554	0.00949005544103475	0.0390196338024868
"ENSG00000011405"	7547.32803571867	-0.463477214069079	0.153544254566756	-3.01852528039449	0.0025400820815744	0.0139136305368049
"ENSG00000011465"	18563.5902355386	-1.53583498455081	0.381102652051595	-4.02997716306337	5.57822720323161e-05	0.000613976966014374
"ENSG00000012048"	3092.36515551554	1.66323968826275	0.2230952242402	7.45529042106245	8.96700878042399e-14	1.08006409002264e-11
"ENSG00000012171"	2646.42972047645	-1.34842695726456	0.428668383295292	-3.14561794107332	0.00165736355512759	0.00994373508317393
"ENSG00000012211"	2378.57875201906	0.785647971576614	0.195017269777335	4.02860717142459	5.61082818019095e-05	0.000617260352205357
"ENSG00000013293"	21.3439635788239	-4.52741594640364	0.592016045400396	-7.64745479717807	2.04996272776557e-14	2.83722481135404e-12
"ENSG00000013306"	12641.9613368343	0.532083687373967	0.175865528812115	3.02551438572373	0.00248210596757887	0.0136581719411186
"ENSG00000013561"	2392.07305628133	-0.751609211120893	0.125966213408154	-5.96675243928733	2.42022180853689e-09	1.06161028660684e-07
"ENSG00000013810"	5262.55272780568	1.51350730434339	0.232332087925395	6.51441356145947	7.29741888722688e-11	4.70524078287662e-09
"ENSG00000015171"	6251.05411122033	-0.791156961781451	0.146457242238964	-5.40196544524972	6.59146496324208e-08	1.9224818557058e-06
"ENSG00000020426"	826.327988758968	0.630344727211533	0.175564634009894	3.59038556236792	0.00033018917539355	0.00267837563571977
"ENSG00000020577"	1753.35675304079	-1.42551201424393	0.313985748911114	-4.5400532323124	5.62400274988015e-06	8.97705252690397e-05
"ENSG00000022267"	6022.21777436972	-3.65883799338534	0.450183853415713	-8.1274305278263	4.38485780595648e-16	8.49632926001114e-14
"ENSG00000022840"	13125.8047905194	-0.453763574228523	0.128642808052842	-3.52731397189443	0.000419798639305927	0.0032576608321971
"ENSG00000023909"	6915.86677155136	1.58609622208514	0.421882151630466	3.75957175707787	0.000170204454917366	0.00154865899098558
"ENSG00000024526"	1941.47038532398	2.35428252552322	0.249817523793211	9.42400873155718	4.34187224968892e-21	2.76428398113766e-18
"ENSG00000025770"	3117.87382341225	0.491463028864012	0.170838694167469	2.87676647997697	0.00401772799116258	0.0198904762484293
