"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_symbol"	"label"
"ENSG00000125878"	43.9372923447186	-1.62426345687452	0.159811519939579	-10.1636193529016	2.88175728973972e-24	2.30245522705826e-23	"TCF15"	"TCF15"
"ENSG00000125945"	2694.62850899157	-0.500572199730857	0.0577684270207595	-8.66515197914204	4.50911077558442e-18	2.64623422553099e-17	"ZNF436"	"ZNF436"
"ENSG00000125970"	9418.56404307556	0.742046141913745	0.0585776299801986	12.6677392404675	8.92496498448423e-37	1.21191084853118e-35	"RALY"	"RALY"
"ENSG00000126001"	3093.0297313576	0.812032228719033	0.0663821860709735	12.2326828443227	2.07954910864933e-34	2.58055895221207e-33	"CEP250"	"CEP250"
"ENSG00000126003"	1838.56683333706	0.379029802406142	0.0546320312536213	6.93786765215723	3.9806235905389e-12	1.68419299212933e-11	"PLAGL2"	"PLAGL2"
"ENSG00000126010"	646.850715367094	1.31270503474136	0.236950082409646	5.54000666044049	3.02460142983613e-08	9.67888995591057e-08	"GRPR"	"GRPR"
"ENSG00000126012"	8724.42411789999	0.410277047715767	0.0414458395630345	9.89911296384239	4.19983460785564e-23	3.17512765966845e-22	"KDM5C"	"KDM5C"
"ENSG00000126247"	21529.13720701	0.209906221362137	0.0560923875304157	3.74215166448954	0.000182451340468979	0.000403761013411995	"CAPNS1"	"CAPNS1"
"ENSG00000126264"	41.9992314246468	0.314579036267603	0.13411483904875	2.34559455537395	0.0189967594369409	0.031813015124028	"HCST"	"HCST"
"ENSG00000126267"	9126.47641524134	0.618699360153417	0.0736274337977215	8.40310911627295	4.34810322746719e-17	2.42557122733247e-16	"COX6B1"	"COX6B1"
"ENSG00000126351"	3115.3362455744	-0.901435820875236	0.0840268800720993	-10.7279458680574	7.52503124502154e-27	6.72498497598604e-26	"THRA"	"THRA"
"ENSG00000126368"	1180.58008050081	-0.714703838987893	0.0976003879915983	-7.32275612520533	2.42929051516741e-13	1.10715743193661e-12	"NR1D1"	"NR1D1"
"ENSG00000126457"	6403.12310711272	0.592986060043047	0.0623112826170304	9.51651186010054	1.7908953868903e-21	1.24535455241651e-20	"PRMT1"	"PRMT1"
"ENSG00000126464"	3402.16699595178	0.458797958842461	0.0606287398998669	7.56733456113721	3.80959867648247e-14	1.81579364789686e-13	"PRR12"	"PRR12"
"ENSG00000126524"	4452.36911005229	-0.842004377492015	0.0459436361128592	-18.3268989729863	5.04880870227034e-75	2.37096512979235e-73	"SBDS"	"SBDS"
"ENSG00000126705"	2457.18417452374	-0.356808724202386	0.0639453297384763	-5.57990279605504	2.40653033853125e-08	7.75455956297544e-08	"AHDC1"	"AHDC1"
"ENSG00000126767"	2558.05393758149	0.557701603816238	0.0455124130920468	12.2538350732648	1.6023535760597e-34	1.9952711284871e-33	"ELK1"	"ELK1"
"ENSG00000126785"	928.239288204966	-1.56904901322703	0.0840453546472555	-18.6690748086249	8.83703604663617e-78	4.49728290982071e-76	"RHOJ"	"RHOJ"
"ENSG00000126803"	3012.59132263586	0.77941330690696	0.140360199282241	5.55295098534085	2.808868551547e-08	9.003301539223e-08	"HSPA2"	"HSPA2"
"ENSG00000126804"	2162.1381605887	-0.335559746485609	0.0455840087778658	-7.36134788234217	1.82062406000517e-13	8.35538311011977e-13	"ZBTB1"	"ZBTB1"
"ENSG00000126861"	36.2003436123137	-0.469712483434472	0.16077932917629	-2.92147308886608	0.00348380371150279	0.00653466166309686	"OMG"	"OMG"
"ENSG00000126882"	580.453709743263	0.295808482982269	0.093218666096163	3.17327521804611	0.00150729567809591	0.00297444085174284	"FAM78A"	"FAM78A"
"ENSG00000126903"	1878.13137922542	0.336188097062259	0.0618079426065409	5.43923778861847	5.35089982829945e-08	1.67398857384057e-07	"SLC10A3"	"SLC10A3"
"ENSG00000126934"	5608.54481408218	0.463066986409943	0.0653936440573687	7.08122315379309	1.42887590602086e-12	6.22093824808412e-12	"MAP2K2"	"MAP2K2"
"ENSG00000126945"	6791.74438538663	0.175878813177782	0.0469012338891777	3.74998264637052	0.000176846808429458	0.000391969682383413	"HNRNPH2"	"HNRNPH2"
"ENSG00000127022"	52896.9325427231	0.320104388126365	0.0549835199468292	5.82182421998294	5.82087531155906e-09	1.970595676697e-08	"CANX"	"CANX"
"ENSG00000127084"	3429.38047577953	2.0491681367584	0.140710950088335	14.562961414673	4.83184430759589e-48	9.80186093941245e-47	"FGD3"	"FGD3"
"ENSG00000127125"	3844.84013573474	0.342459418125526	0.0471669078572154	7.26058657824731	3.85415258591353e-13	1.73627849583827e-12	"PPCS"	"PPCS"
"ENSG00000127314"	2875.33954973031	-0.224810096029842	0.0514910624994777	-4.36600227529044	1.26541161617209e-05	3.18119479538108e-05	"RAP1B"	"RAP1B"
"ENSG00000127337"	1205.18857028999	0.700498997466341	0.0732168083613116	9.56746153164047	1.09562656972067e-21	7.69420068911384e-21	"YEATS4"	"YEATS4"
"ENSG00000127399"	675.274776592025	1.15771093851467	0.0796997033590022	14.5259127665738	8.30289053770657e-48	1.66841774667563e-46	"LRRC61"	"LRRC61"
"ENSG00000127423"	245.390187638804	2.22653751081435	0.106667627644314	20.8736011101587	9.30529564244716e-97	7.77989182106028e-95	"AUNIP"	"AUNIP"
"ENSG00000127463"	4423.04907715022	0.115545383728731	0.0461370099720152	2.50439687788211	0.0122660356212749	0.0212167795104215	"EMC1"	"EMC1"
"ENSG00000127472"	75.7624644393798	-1.33786494094662	0.134355963983532	-9.9576148410546	2.33599683920461e-23	1.78857517598626e-22	"PLA2G5"	"PLA2G5"
"ENSG00000127483"	10704.3085976032	-0.274022972305569	0.0474730630818271	-5.77217804196136	7.8253366775846e-09	2.62151018348963e-08	"HP1BP3"	"HP1BP3"
"ENSG00000127540"	740.000041758504	0.186019789620928	0.0623186916434566	2.98497585098868	0.00283600712279853	0.00538472174416753	"UQCR11"	"UQCR11"
"ENSG00000127580"	925.038753104088	1.06895036006482	0.0735590191523944	14.5318734858365	7.6110001590859e-48	1.53215988580696e-46	"WDR24"	"WDR24"
"ENSG00000127603"	20009.9931187817	-0.304988012411695	0.0746163451503283	-4.08741558967061	4.36205307767573e-05	0.000103460651011539	"MACF1"	"MACF1"
"ENSG00000127666"	1575.69797357459	0.383064216301892	0.0557000332889109	6.877270868313	6.10100400737806e-12	2.54725350120778e-11	"TICAM1"	"TICAM1"
"ENSG00000127774"	21.3418635084392	0.38363889262344	0.0959645464182681	3.99771485347644	6.39569304065774e-05	0.000148815400140938	"EMC6"	"EMC6"
"ENSG00000127804"	2400.55468340462	-0.287497723220467	0.0443948187112387	-6.47592965950521	9.4229940350816e-11	3.62786432630968e-10	"METTL16"	"METTL16"
"ENSG00000127863"	1365.86562201863	0.350964942718233	0.121831378061153	2.88074343657236	0.00396738444023866	0.00737964083635828	"TNFRSF19"	"TNFRSF19"
"ENSG00000127952"	2103.03756317061	0.850010487188016	0.0616808016053152	13.7807950782982	3.32588940061773e-43	5.68314385901175e-42	"STYXL1"	"STYXL1"
"ENSG00000127954"	3830.21119379085	-0.712211686308333	0.1843023463326	-3.86436581237574	0.000111378198286126	0.000252663755208897	"STEAP4"	"STEAP4"
"ENSG00000128000"	904.313712862805	-0.281275229832062	0.0738679778014167	-3.80781007147955	0.000140202886175285	0.00031432192734758	"ZNF780B"	"ZNF780B"
"ENSG00000128050"	10471.208032512	0.994175855517836	0.0631083166264021	15.7534839885416	6.49994533983525e-56	1.68976924381503e-54	"PAICS"	"PAICS"
"ENSG00000128185"	2060.3402717188	0.599524765810921	0.0782158317386477	7.66500531266084	1.78823799795256e-14	8.71140391885746e-14	"DGCR6L"	"DGCR6L"
"ENSG00000128228"	1165.61065284199	1.50811808823415	0.0977238288759527	15.43244984955	9.90382854673118e-54	2.41886934041708e-52	"SDF2L1"	"SDF2L1"
"ENSG00000128245"	9416.19087280202	0.589128253092937	0.052132395826255	11.300617279443	1.30298868962349e-29	1.31990329831613e-28	"YWHAH"	"YWHAH"
"ENSG00000128266"	547.331124040605	-0.77437212456235	0.0997566296414885	-7.76261314506451	8.31970918460778e-15	4.13249293468424e-14	"GNAZ"	"GNAZ"
"ENSG00000128294"	2187.1011076992	-0.344346715894007	0.0681832435917629	-5.05031291787365	4.41086912168941e-07	1.27558302827362e-06	"TPST2"	"TPST2"
"ENSG00000128335"	2849.28412252017	0.458138879244725	0.0724695853864666	6.32180902928528	2.58518752219648e-10	9.66718152935954e-10	"APOL2"	"APOL2"
"ENSG00000128346"	106.891304003371	-1.09488985396566	0.101601331618378	-10.7763337008037	4.45281554425912e-27	4.02317297920131e-26	"C22orf23"	"C22orf23"
"ENSG00000128512"	1286.18489266451	-0.61299789462297	0.0852000404602635	-7.19480755304178	6.2548924479283e-13	2.77982026019936e-12	"DOCK4"	"DOCK4"
"ENSG00000128513"	1827.10986546394	0.274272573103805	0.0517856636488208	5.2963031421931	1.18170602859612e-07	3.59012888578745e-07	"POT1"	"POT1"
"ENSG00000128563"	1512.41473640787	0.51501135507899	0.059269184422123	8.68936126083684	3.64482904433007e-18	2.15006798356475e-17	"PRKRIP1"	"PRKRIP1"
"ENSG00000128581"	1564.59798992142	0.696529716019728	0.0541583064342586	12.8609951432885	7.46098952608898e-38	1.05631548113543e-36	"IFT22"	"IFT22"
"ENSG00000128585"	2956.41111386199	-0.419327285590265	0.0636324632491012	-6.58983267626667	4.40322534176234e-11	1.73344833516617e-10	"MKLN1"	"MKLN1"
"ENSG00000128591"	943.191717621702	-1.5849533943105	0.129596253499826	-12.2299322048891	2.1511809854567e-34	2.66803427123397e-33	"FLNC"	"FLNC"
"ENSG00000128595"	15841.5596824305	0.608987986169449	0.069993955941948	8.70057961396746	3.30193306104303e-18	1.95049843449451e-17	"CALU"	"CALU"
"ENSG00000128609"	4495.80325915051	0.159236840854902	0.050032793842857	3.18264939101807	0.00145934210141801	0.00288406556027146	"NDUFA5"	"NDUFA5"
"ENSG00000128610"	3.57560900333783	2.31772780890851	0.373954182319239	6.19789246515206	5.7224214003469e-10	2.08500988299021e-09	"FEZF1"	"FEZF1"
"ENSG00000128626"	1835.28190769463	1.25946694435954	0.083053780040952	15.1644746781968	6.07832754441913e-52	1.40675875249483e-50	"MRPS12"	"MRPS12"
"ENSG00000128805"	320.670435663298	0.746724394188327	0.102051572304987	7.31712777493223	2.53334613454483e-13	1.15324517276994e-12	"ARHGAP22"	"ARHGAP22"
"ENSG00000128815"	741.73401701273	0.523984136278608	0.120047216906838	4.36481702599773	1.27229209045714e-05	3.19780522198859e-05	"WDFY4"	"WDFY4"
"ENSG00000128881"	794.866251865709	-0.874517053271337	0.0672328680991501	-13.007284651038	1.1122444313057e-38	1.61573950585581e-37	"TTBK2"	"TTBK2"
"ENSG00000128915"	2872.82435134932	-0.236976653888981	0.0561123979287741	-4.2232494535305	2.40805038268193e-05	5.87366079276727e-05	"ICE2"	"ICE2"
"ENSG00000128923"	2190.46807661142	-0.495780875954609	0.0708404436577674	-6.99855690274532	2.58612327124903e-12	1.10688629271304e-11	"MINDY2"	"MINDY2"
"ENSG00000128951"	2805.49355862673	0.31094363864837	0.0565916300570563	5.49451638581311	3.91782550615101e-08	1.24108653719885e-07	"DUT"	"DUT"
"ENSG00000129055"	3256.68710822753	0.128274038140662	0.0500045023784623	2.56524976830709	0.0103101558219401	0.0180463380157477	"ANAPC13"	"ANAPC13"
"ENSG00000129083"	10764.0775506867	0.462788980345002	0.0479368239680419	9.65414355889598	4.72087356108413e-22	3.3771016062637e-21	"COPB1"	"COPB1"
"ENSG00000129084"	773.856176588081	0.411462886098894	0.0650817633211468	6.3222455124414	2.57789361049319e-10	9.64110382964222e-10	"PSMA1"	"PSMA1"
"ENSG00000129116"	14283.6604518932	-0.283993958282722	0.0786870786028438	-3.60915620868479	0.000307194595221752	0.000662529409382396	"PALLD"	"PALLD"
"ENSG00000129235"	2052.50395771443	1.11689061708452	0.0681718044912594	16.3834685823479	2.51011499072321e-60	7.36363307428952e-59	"TXNDC17"	"TXNDC17"
"ENSG00000129292"	3752.36811532416	0.508043255192904	0.0672910208192872	7.54994127013283	4.35454559781422e-14	2.0671177622393e-13	"PHF20L1"	"PHF20L1"
"ENSG00000129317"	1675.29081480987	0.272174977630586	0.0632891073202731	4.30050271136312	1.70411086267216e-05	4.22262347659754e-05	"PUS7L"	"PUS7L"
"ENSG00000129422"	5555.3190122928	-0.633036253575376	0.0926805988375967	-6.83029956123438	8.47374988502513e-12	3.50230375721113e-11	"MTUS1"	"MTUS1"
"ENSG00000129467"	709.017830524961	-1.78327008884463	0.0968886553380784	-18.4053549161372	1.19002424861573e-75	5.67960604691013e-74	"ADCY4"	"ADCY4"
"ENSG00000129473"	2895.77956874731	-0.901119004486477	0.0509071999835748	-17.7012093530429	4.10398926422471e-70	1.66218665528548e-68	"BCL2L2"	"BCL2L2"
"ENSG00000129521"	2742.10133770662	1.62212916435574	0.136615343548759	11.8736967767958	1.62141149878628e-32	1.85067007248107e-31	"EGLN3"	"EGLN3"
"ENSG00000129538"	7251.71680903454	-1.48047651066892	0.111087274305655	-13.3271476856603	1.60933882039103e-40	2.49997490281048e-39	"RNASE1"	"RNASE1"
"ENSG00000129596"	515.869423982651	-3.63603786730804	0.154006299010993	-23.6096698034961	3.06632136313465e-123	4.82367983620332e-121	"CDO1"	"CDO1"
"ENSG00000129657"	4567.82373170273	-0.793068490089001	0.0543821679524742	-14.5832452060771	3.59035612052031e-48	7.31189532678386e-47	"SEC14L1"	"SEC14L1"
"ENSG00000129675"	3923.67775547429	-1.4153710736317	0.0995520335557204	-14.2173999171951	7.14589955843891e-46	1.34258032634875e-44	"ARHGEF6"	"ARHGEF6"
"ENSG00000129682"	864.07278268506	-0.29884543168052	0.124299233172976	-2.40424195750786	0.0162060429812902	0.0274796078655659	"FGF13"	"FGF13"
"ENSG00000129691"	5067.076241725	0.53058873609182	0.0972496388811794	5.45594556644163	4.87129153688424e-08	1.5298757026893e-07	"ASH2L"	"ASH2L"
"ENSG00000129911"	1012.22767202842	0.862847335427168	0.0738403789993256	11.6853048036908	1.51534973076317e-31	1.66039490742644e-30	"KLF16"	"KLF16"
"ENSG00000129925"	3764.71280089766	1.27977114220703	0.0680121526632329	18.8168009994318	5.5007052516849e-79	2.89049405032421e-77	"PGAP6"	"PGAP6"
"ENSG00000129932"	666.822927476123	0.869395525034036	0.0911898813685721	9.53390345492506	1.51477892314113e-21	1.05774719137163e-20	"DOHH"	"DOHH"
"ENSG00000129991"	38.0356939846307	4.04864564249165	0.278101804364928	14.5581423023742	5.18476798296983e-48	1.0490528822932e-46	"TNNI3"	"TNNI3"
"ENSG00000130054"	243.170069172707	1.61278752934976	0.148771381023517	10.8407108830618	2.20748991831737e-27	2.01982954808715e-26	"NALF2"	"NALF2"
"ENSG00000130066"	14073.2716344477	0.366330071085992	0.0824756956540505	4.44167300658592	8.92621363069448e-06	2.28398177945378e-05	"SAT1"	"SAT1"
"ENSG00000130119"	2871.38947424477	0.581514694316357	0.0535548797663665	10.858295207705	1.82117261770899e-27	1.67486352310224e-26	"GNL3L"	"GNL3L"
"ENSG00000130147"	7904.66352583683	0.355331539454409	0.0804590303718628	4.41630402221042	1.00402845218651e-05	2.55592714937867e-05	"SH3BP4"	"SH3BP4"
"ENSG00000130175"	16980.7897161676	0.540926874749562	0.0612120719347511	8.83693130541573	9.83835924351388e-19	5.9605587445823e-18	"PRKCSH"	"PRKCSH"
"ENSG00000130222"	784.950582963863	1.34317950458161	0.136329835266544	9.85242520065773	6.69096366949839e-23	5.00272946352466e-22	"GADD45G"	"GADD45G"
"ENSG00000130234"	24.2195762286624	-1.01572190798053	0.226174416848888	-4.49087886301109	7.09298854541331e-06	1.83244343484109e-05	"ACE2"	"ACE2"
"ENSG00000130307"	158.046365293495	-1.93502705432916	0.0923948643707331	-20.9430152585634	2.17264721400966e-97	1.86991438529287e-95	"USHBP1"	"USHBP1"
"ENSG00000130311"	2250.15157478203	0.532389541755606	0.0561749718909818	9.47734415940269	2.60837138809815e-21	1.7983205476477e-20	"DDA1"	"DDA1"
"ENSG00000130338"	4045.08436091326	0.685102988132299	0.0684962420113968	10.0020522004449	1.4927107638236e-23	1.15327917429408e-22	"TULP4"	"TULP4"
"ENSG00000130348"	1581.77835075257	0.325266822045201	0.0743851023549483	4.37274147305874	1.2269598760171e-05	3.09100142023786e-05	"QRSL1"	"QRSL1"
"ENSG00000130382"	5022.39159979071	0.287361471510977	0.0460697529516683	6.23753011683062	4.44533544280935e-10	1.63342179745985e-09	"MLLT1"	"MLLT1"
"ENSG00000130413"	42.7900382248299	0.673680331979222	0.187815194382118	3.58693200619642	0.000334591524863966	0.000718450377722167	"STK33"	"STK33"
"ENSG00000130479"	1814.39326989779	0.493970225995579	0.0610497667180965	8.09127131110158	5.90451681149338e-16	3.12301713865929e-15	"MAP1S"	"MAP1S"
"ENSG00000130544"	697.545500255701	0.178036707577262	0.0571861726169217	3.11328244976094	0.00185018857368725	0.00360820680689923	"ZNF557"	"ZNF557"
"ENSG00000130635"	28106.236482462	1.91661870801625	0.114934608062608	16.6757318820126	1.9678640463556e-62	6.14645728154565e-61	"COL5A1"	"COL5A1"
"ENSG00000130640"	4354.25666695446	0.199709708743695	0.0446528327236461	4.47249808270142	7.73110936878411e-06	1.98939566170086e-05	"TUBGCP2"	"TUBGCP2"
"ENSG00000130653"	934.946347087755	-0.891781412598791	0.109691939629483	-8.12987185394888	4.29744493046444e-16	2.28877683590428e-15	"PNPLA7"	"PNPLA7"
"ENSG00000130669"	5770.14705349145	1.25573000431392	0.0724692578151879	17.3277613455943	2.90414805417676e-67	1.06561294589777e-65	"PAK4"	"PAK4"
"ENSG00000130707"	6862.58588567216	-0.654189422618283	0.146192744034588	-4.47484194197426	7.64678585965821e-06	1.96867103238314e-05	"ASS1"	"ASS1"
"ENSG00000130724"	7056.00037979766	0.644694840163685	0.0758790494280653	8.49634839949948	1.95648170578394e-17	1.11141074332449e-16	"CHMP2A"	"CHMP2A"
"ENSG00000130725"	3607.81142934041	0.816236554876541	0.0645817113393093	12.6388189155916	1.28976773882213e-36	1.74126082847902e-35	"UBE2M"	"UBE2M"
"ENSG00000130733"	2493.15827160738	0.82941651154371	0.0608043579980247	13.6407412042843	2.29218909589851e-42	3.79894844141481e-41	"YIPF2"	"YIPF2"
"ENSG00000130734"	807.587674213124	0.855799438295351	0.0631032678381663	13.5618878009634	6.73793627948912e-42	1.09538255765861e-40	"ATG4D"	"ATG4D"
"ENSG00000130751"	97.9456158740092	1.18865740543668	0.130834404616164	9.0852051409865	1.03503312813638e-19	6.595026001544e-19	"NPAS1"	"NPAS1"
"ENSG00000130772"	896.936260813865	0.29879952931917	0.0461449009873807	6.475244781669	9.46583589870801e-11	3.64375924342275e-10	"MED18"	"MED18"
"ENSG00000130779"	6208.08432874515	-0.313157467359664	0.0579712425064089	-5.40194506483181	6.59221408657711e-08	2.04659812700445e-07	"CLIP1"	"CLIP1"
"ENSG00000130818"	1409.50790388485	-0.337784321365955	0.0661279222732325	-5.10804376962384	3.25511258289123e-07	9.52170255722652e-07	"ZNF426"	"ZNF426"
"ENSG00000130821"	3196.22814591738	0.476885458092568	0.0987766993833065	4.82791448863862	1.37970310055982e-06	3.82099249782388e-06	"SLC6A8"	"SLC6A8"
"ENSG00000130844"	1415.05586381144	-0.538399143977477	0.06235557281579	-8.63433883556822	5.90676741555732e-18	3.44402055288162e-17	"ZNF331"	"ZNF331"
"ENSG00000130939"	3907.16566376431	-0.317811996053495	0.0490953125780872	-6.47336740239729	9.5842523657336e-11	3.68873568239743e-10	"UBE4B"	"UBE4B"
"ENSG00000130988"	151.918899790321	-1.96303645420967	0.165951487325207	-11.8289777684415	2.7648836046311e-32	3.12836757778705e-31	"RGN"	"RGN"
"ENSG00000131037"	2252.53376791708	1.3921628835876	0.109203379897856	12.7483497753436	3.18414268960707e-37	4.39768615715053e-36	"EPS8L1"	"EPS8L1"
"ENSG00000131080"	275.003491922129	-1.02755160331709	0.10726789363869	-9.57930251504879	9.77024952703142e-22	6.87987791932037e-21	"EDA2R"	"EDA2R"
"ENSG00000131089"	1820.96712415956	-0.214926221419766	0.0737970771255903	-2.91239476942965	0.00358669027212768	0.00671366243717339	"ARHGEF9"	"ARHGEF9"
"ENSG00000131097"	60.8786745615884	-0.423683545846999	0.0901268784611111	-4.70096771441845	2.58931456019961e-06	6.99023858089984e-06	"HIGD1B"	"HIGD1B"
"ENSG00000131115"	600.653663833908	-0.153038301059499	0.0483030511491947	-3.16829470227059	0.00153336001837621	0.00302345403497049	"ZNF227"	"ZNF227"
"ENSG00000131165"	5875.38309445455	0.501219995926385	0.0637303799183157	7.86469493150373	3.69998014817868e-15	1.87299243742811e-14	"CHMP1A"	"CHMP1A"
"ENSG00000131188"	214.908999948483	1.92049021182092	0.123893600351885	15.5011252103927	3.40869789419374e-54	8.4441923495318e-53	"PRR7"	"PRR7"
"ENSG00000131196"	1302.75983533134	-0.436399681216615	0.0866468693613805	-5.03653143423464	4.74043292515668e-07	1.36717426115459e-06	"NFATC1"	"NFATC1"
"ENSG00000131236"	22140.6386557549	0.298091113603731	0.0460662782583774	6.47091809613514	9.7409227027623e-11	3.74687808859128e-10	"CAP1"	"CAP1"
"ENSG00000131374"	4272.72943702902	-0.505767921181881	0.0531696513756616	-9.51234224968787	1.86417056847496e-21	1.29477030137958e-20	"TBC1D5"	"TBC1D5"
"ENSG00000131378"	2124.13886271511	-0.926146585044676	0.0875239900217338	-10.5816312169349	3.62589846930414e-26	3.15196001360602e-25	"RFTN1"	"RFTN1"
"ENSG00000131381"	2474.46951569328	-0.415805823825787	0.0477870273288631	-8.7012280752321	3.28311673751311e-18	1.9398728628264e-17	"RBSN"	"RBSN"
"ENSG00000131386"	1163.09397044044	-3.21106632298184	0.13635873560222	-23.5486660154215	1.29549132717434e-122	2.00844052775836e-120	"GALNT15"	"GALNT15"
"ENSG00000131409"	48.4684348925378	-0.827122229775168	0.143379966965002	-5.7687433417882	7.98648282452076e-09	2.67319935547657e-08	"LRRC4B"	"LRRC4B"
"ENSG00000131446"	8534.04328497455	-0.144222263522205	0.053629500980277	-2.68923374049751	0.00716162535549582	0.0128384285602296	"MGAT1"	"MGAT1"
"ENSG00000131469"	28291.2438740439	-0.147291163367643	0.0665567214976825	-2.21301710861422	0.0268964661526361	0.0438640337617618	"RPL27"	"RPL27"
"ENSG00000131504"	8895.86565115152	0.242674241579447	0.0506253645332325	4.79353074919876	1.63871328253595e-06	4.50658184366127e-06	"DIAPH1"	"DIAPH1"
"ENSG00000131508"	5341.47439474369	0.380979883054568	0.0365531209332303	10.4226362435778	1.95458951547119e-25	1.64711809061125e-24	"UBE2D2"	"UBE2D2"
"ENSG00000131584"	2128.31035238066	0.703739563996481	0.0761257984322	9.24442933262964	2.36499313926812e-20	1.55934345557715e-19	"ACAP3"	"ACAP3"
"ENSG00000131711"	4367.01673284282	-1.11635187127498	0.1115985877443	-10.0032795561251	1.4743195752369e-23	1.13944606326496e-22	"MAP1B"	"MAP1B"
"ENSG00000131748"	4953.32970331984	1.24916938251515	0.127360068922507	9.80817137650277	1.03833057520206e-22	7.67882444020856e-22	"STARD3"	"STARD3"
"ENSG00000131759"	5756.45608256186	1.2719463777991	0.102920981743976	12.3584749799916	4.38394659719411e-35	5.56853987196496e-34	"RARA"	"RARA"
"ENSG00000131943"	1745.59699536216	-1.26587783755509	0.0718266517605091	-17.6240685947035	1.60998306964607e-69	6.38267631844445e-68	"C19orf12"	"C19orf12"
"ENSG00000132153"	4957.85474896418	0.335524423792157	0.0447731837564406	7.4938701169289	6.68719007208908e-14	3.14320087516525e-13	"DHX30"	"DHX30"
"ENSG00000132155"	2646.47765189163	-0.148050515498045	0.0610518034529498	-2.42499823305206	0.015308461262806	0.02605577127834	"RAF1"	"RAF1"
"ENSG00000132170"	1030.64006511783	-3.37379477206739	0.121277773170866	-27.8187394429986	2.57421451562019e-170	1.08580832091295e-167	"PPARG"	"PPARG"
"ENSG00000132254"	5778.5309861999	0.722480051126573	0.0682447149832955	10.5866080809835	3.43825546280198e-26	2.99162090259039e-25	"ARFIP2"	"ARFIP2"
"ENSG00000132294"	7401.65409249112	0.526996374775793	0.0688478791188084	7.65450412592047	1.94059584601724e-14	9.43496339673178e-14	"EFR3A"	"EFR3A"
"ENSG00000132323"	1399.7580855396	0.294617869115087	0.0458671673828628	6.42328458297523	1.33364827235719e-10	5.08646237469565e-10	"ILKAP"	"ILKAP"
"ENSG00000132334"	1511.7956672322	-0.535958382110227	0.0710959269886063	-7.53852442483967	4.75318964242997e-14	2.25042308684974e-13	"PTPRE"	"PTPRE"
"ENSG00000132405"	1582.20718409124	-0.464429717045023	0.082749047969913	-5.61250828183409	1.99414662770343e-08	6.46757724501762e-08	"TBC1D14"	"TBC1D14"
"ENSG00000132424"	5071.6916327454	-0.57452128872655	0.0605773486252373	-9.48409433170862	2.44496934787845e-21	1.68864825000249e-20	"PNISR"	"PNISR"
"ENSG00000132436"	1039.04677345053	0.411867506697655	0.066417592926775	6.20118087013085	5.60410627300838e-10	2.04301374836294e-09	"FIGNL1"	"FIGNL1"
"ENSG00000132470"	9411.2061166164	-0.483363286892768	0.11929690347552	-4.05176725305327	5.08322187764456e-05	0.00011965031839089	"ITGB4"	"ITGB4"
"ENSG00000132478"	1812.47309528812	0.173137100465343	0.0524247484274446	3.3025833343762	0.000957986179942968	0.00194328291429876	"UNK"	"UNK"
"ENSG00000132510"	2901.83716536746	-0.203398946984102	0.0543100576633391	-3.74514327060643	0.000180290859203378	0.00039930075817891	"KDM6B"	"KDM6B"
"ENSG00000132522"	17.230426529876	-0.384378087676503	0.0925514087346044	-4.15313059986721	3.27957438826319e-05	7.87838239397038e-05	"GPS2"	"GPS2"
"ENSG00000132541"	1183.8496381939	0.232665045100422	0.0830624812031478	2.80108469829341	0.00509311496082924	0.00933146052575137	"RIDA"	"RIDA"
"ENSG00000132635"	1644.09630291656	0.340739497067396	0.071817424263566	4.74452405612461	2.0899714247946e-06	5.69008909163709e-06	"PCED1A"	"PCED1A"
"ENSG00000132676"	9137.21606323361	0.889032954055239	0.0489718339429976	18.1539648911262	1.19458542933238e-73	5.41962110478121e-72	"DAP3"	"DAP3"
"ENSG00000132694"	5465.63469283375	0.439817771394124	0.051719406179623	8.5039215235114	1.83291464939324e-17	1.04248133970592e-16	"ARHGEF11"	"ARHGEF11"
"ENSG00000132718"	1023.98311532437	-0.427327460607885	0.0800077051390376	-5.34107883566057	9.23950618118735e-08	2.83018435985078e-07	"SYT11"	"SYT11"
"ENSG00000132768"	1439.19330760918	0.614334048031056	0.0589550698233691	10.4203769051859	2.00158404692829e-25	1.68641650309848e-24	"DPH2"	"DPH2"
"ENSG00000132824"	12773.964742409	-0.270111308286131	0.0523416713773559	-5.1605403721018	2.46238052205265e-07	7.28430252369401e-07	"SERINC3"	"SERINC3"
"ENSG00000132825"	1208.96464846389	0.663866767690698	0.0777250420449504	8.54122108170449	1.32810837534411e-17	7.59985750838561e-17	"PPP1R3D"	"PPP1R3D"
"ENSG00000132846"	929.038694885171	-0.939807936456814	0.0722314442799113	-13.0110638908848	1.05857961568379e-38	1.53873634294676e-37	"ZBED3"	"ZBED3"
"ENSG00000132849"	6613.77894338004	0.422442076882632	0.0826803011490823	5.10934371321313	3.23279776216225e-07	9.45701913304822e-07	"PATJ"	"PATJ"
"ENSG00000132881"	209.532406728315	0.382762904433603	0.0687561871228897	5.56695943231233	2.59222714054736e-08	8.33285785928097e-08	"CPLANE2"	"CPLANE2"
"ENSG00000132950"	899.378490301134	-0.209904109897181	0.0531041400918352	-3.95268823738009	7.72780940107934e-05	0.000178252062350249	"ZMYM5"	"ZMYM5"
