"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_symbol"	"label"
"ENSG00000013016"	1124.22101010357	-0.585328678390224	0.0721632595457898	-8.11117294416025	5.01334406214575e-16	2.65977075342395e-15	"EHD3"	"EHD3"
"ENSG00000013293"	6.70982841742179	-2.57438746570489	0.218934933773887	-11.7586874845824	6.37170788337153e-32	7.08774918269078e-31	"SLC7A14"	"SLC7A14"
"ENSG00000013306"	8795.92197595676	1.16370225171506	0.0684974244022376	16.9889928252112	9.90758125845375e-65	3.33721550014967e-63	"SLC25A39"	"SLC25A39"
"ENSG00000013375"	2516.93232065153	0.383957956310288	0.0619831912528145	6.19454966015247	5.84519101329636e-10	2.12841688631619e-09	"PGM3"	"PGM3"
"ENSG00000013563"	546.390952782714	0.23651647956784	0.053440910113338	4.42575695410564	9.6104682202781e-06	2.45090757706531e-05	"DNASE1L1"	"DNASE1L1"
"ENSG00000013619"	449.105098591445	-0.643376158810286	0.123359070782703	-5.21547507392943	1.83346715113391e-07	5.48482090704041e-07	"MAMLD1"	"MAMLD1"
"ENSG00000013810"	2753.45430744897	2.32403763843879	0.0913420950433462	25.443226776613	8.38961098645888e-143	1.88846916531733e-140	"TACC3"	"TACC3"
"ENSG00000014914"	1060.48817727875	0.279849326660439	0.0886822150147855	3.15564204856386	0.00160145264363516	0.00315187745491607	"MTMR11"	"MTMR11"
"ENSG00000019582"	112733.570256505	0.582452681009721	0.102554061531593	5.67946966030487	1.35113012605294e-08	4.44085029847658e-08	"CD74"	"CD74"
"ENSG00000020181"	2106.23302497426	-1.43232865412901	0.0938748419136557	-15.2578542336874	1.45969988823653e-52	3.44124616149215e-51	"ADGRA2"	"ADGRA2"
"ENSG00000020426"	831.23166497443	0.178632638118228	0.0549226672550396	3.25243923949882	0.00114419055871733	0.00229563772536619	"MNAT1"	"MNAT1"
"ENSG00000020577"	1136.49251471345	-1.66965856177967	0.0933273905618733	-17.8903379996759	1.40255034039894e-71	5.91065769014207e-70	"SAMD4A"	"SAMD4A"
"ENSG00000022267"	9038.80930339007	-5.03317529742163	0.139458575250387	-36.0908268880919	3.15902182026879e-285	2.11293430892836e-281	"FHL1"	"FHL1"
"ENSG00000022567"	1298.39106814077	0.370267626199645	0.07988173683863	4.63519749135683	3.56596862873522e-06	9.49653894530363e-06	"SLC45A4"	"SLC45A4"
"ENSG00000022840"	10572.9404382833	0.153576880464745	0.0376683991174647	4.07707479114875	4.56058265645314e-05	0.000107912508199897	"RNF10"	"RNF10"
"ENSG00000023041"	2484.65256452238	0.248239936759553	0.0382175163601163	6.49544921811338	8.27860096112737e-11	3.19778976157069e-10	"ZDHHC6"	"ZDHHC6"
"ENSG00000023516"	4176.56864610321	-0.588977433965811	0.0714158513028397	-8.24715274299883	1.62213026325439e-16	8.81784963724261e-16	"AKAP11"	"AKAP11"
"ENSG00000023572"	1442.4809295392	0.556686421308251	0.050908931135028	10.9349461655702	7.84525311195365e-28	7.3536486626961e-27	"GLRX2"	"GLRX2"
"ENSG00000023909"	1781.86533541045	-0.283584691170102	0.0682263565823613	-4.15652696957026	3.23122043701372e-05	7.76900019827363e-05	"GCLM"	"GCLM"
"ENSG00000024048"	4515.57654779652	-0.144057376280242	0.0522109149538482	-2.75914291882418	0.00579531835967978	0.0105299909034542	"UBR2"	"UBR2"
"ENSG00000024526"	687.019483183763	3.28230796532487	0.126800157150479	25.8856774241189	9.6550189582658e-148	2.37919993487371e-145	"DEPDC1"	"DEPDC1"
"ENSG00000025293"	4777.44535689192	0.296872271885307	0.0505862809756873	5.86863209074392	4.39405255802047e-09	1.49937716468565e-08	"PHF20"	"PHF20"
"ENSG00000025423"	294.819182901829	3.01850854678263	0.0976055887097059	30.9255708273031	5.41399043211235e-210	6.85089275760812e-207	"HSD17B6"	"HSD17B6"
"ENSG00000025434"	1626.25217470375	-0.793581941297542	0.0745697315122996	-10.6421456159682	1.8970965582897e-26	1.66520549042227e-25	"NR1H3"	"NR1H3"
"ENSG00000025770"	2476.9622776328	0.454919049515292	0.0711132338836385	6.39710817060675	1.58347155286596e-10	6.0069792663413e-10	"NCAPH2"	"NCAPH2"
"ENSG00000026036"	90.8362053454535	0.781103473496603	0.111896441126086	6.98059264115872	2.93937457376121e-12	1.25406886771915e-11	"RTEL1-TNFRSF6B"	"RTEL1-TNFRSF6B"
"ENSG00000026297"	1686.60145265522	0.919884801888516	0.0888867571358877	10.3489522121076	4.23090652796138e-25	3.50727768482917e-24	"RNASET2"	"RNASET2"
"ENSG00000026508"	27267.1187666061	0.371112767642346	0.0955479978044479	3.88404546583885	0.000102732684070207	0.000233810240529218	"CD44"	"CD44"
"ENSG00000026950"	2359.10688469898	-0.225227767217453	0.0781657828288771	-2.88141126547058	0.00395898691177479	0.0073651912110818	"BTN3A1"	"BTN3A1"
"ENSG00000027075"	1790.85523620762	-0.521274225447281	0.0668050454332259	-7.80291701123554	6.04923329425523e-15	3.0268793719892e-14	"PRKCH"	"PRKCH"
"ENSG00000028116"	1259.84627659361	0.560578769280623	0.0907757215852925	6.17542619866597	6.59852243023102e-10	2.39286515516549e-09	"VRK2"	"VRK2"
"ENSG00000029364"	8219.07074036548	0.411207849944912	0.0565004795352013	7.27795327274556	3.38922675543643e-13	1.53184281001577e-12	"SLC39A9"	"SLC39A9"
"ENSG00000029534"	195.882964226834	0.909325556262766	0.187375478348518	4.85295922538712	1.21632706139007e-06	3.38535447713013e-06	"ANK1"	"ANK1"
"ENSG00000030110"	1196.06499402826	1.04603223895072	0.0644250466790463	16.2364219022124	2.78714020849951e-59	7.93276015574146e-58	"BAK1"	"BAK1"
"ENSG00000030582"	22176.072721496	0.622222153044658	0.0671041764810038	9.2724802787916	1.81866701695378e-20	1.20797261645306e-19	"GRN"	"GRN"
"ENSG00000031003"	2137.34570078565	-0.646339738605062	0.0593594751395196	-10.8885689620047	1.30677465031412e-27	1.21058941685214e-26	"FAM13B"	"FAM13B"
"ENSG00000031081"	2386.25051063939	-1.14392427621798	0.0765532985735061	-14.9428476307861	1.7340391125309e-50	3.82059817640926e-49	"ARHGAP31"	"ARHGAP31"
"ENSG00000031691"	434.44333995849	0.367387154955924	0.0635944000737541	5.77703625680633	7.60279075280518e-09	2.54914539563405e-08	"CENPQ"	"CENPQ"
"ENSG00000032219"	1631.6866539518	-0.652265771746872	0.0555737636447365	-11.7369371618697	8.24174246602275e-32	9.11595516794673e-31	"ARID4A"	"ARID4A"
"ENSG00000032389"	1447.8384178556	0.897933870067474	0.0489110362902806	18.358512478418	2.82232691395172e-75	1.33611067857654e-73	"EIPR1"	"EIPR1"
"ENSG00000032742"	1102.56786750612	0.264934637036785	0.0626460929444984	4.22906879877578	2.34660583050041e-05	5.7315501582779e-05	"IFT88"	"IFT88"
"ENSG00000033050"	1169.42282321363	0.521801748290391	0.0583577090208754	8.9414364793473	3.84143885624422e-19	2.37152119263389e-18	"ABCF2"	"ABCF2"
"ENSG00000033100"	3842.31023639636	0.790704364146286	0.0524328723694913	15.0803175262694	2.18216983453337e-51	4.97900544117215e-50	"CHPF2"	"CHPF2"
"ENSG00000033170"	4364.62285763472	1.04358404777703	0.0910360187598712	11.4634192267319	2.0140347853624e-30	2.11002704521521e-29	"FUT8"	"FUT8"
"ENSG00000033627"	4086.67760247001	-0.137817972682465	0.0524154252566759	-2.62933997020108	0.00855507866838436	0.0151562276091174	"ATP6V0A1"	"ATP6V0A1"
"ENSG00000034152"	2813.77714200785	-0.197597432789188	0.0686320586086163	-2.87908357690412	0.0039883262352225	0.00741653166784961	"MAP2K3"	"MAP2K3"
"ENSG00000034533"	504.398904062724	-0.209017595901383	0.0402360105991523	-5.19478926436575	2.0495186843986e-07	6.10228710992322e-07	"ASTE1"	"ASTE1"
"ENSG00000035687"	4678.36582504821	0.856424560145367	0.0551437847523656	15.5307540821022	2.14838533111796e-54	5.35609165084894e-53	"ADSS2"	"ADSS2"
"ENSG00000035928"	4211.80766606849	-0.215095624914025	0.0463749234038512	-4.63818825188965	3.51476583139517e-06	9.36444182700289e-06	"RFC1"	"RFC1"
"ENSG00000036549"	3227.18330538173	-0.196920357853874	0.0575043305453961	-3.42444396771852	0.000616058870215811	0.00128029989362618	"ZZZ3"	"ZZZ3"
"ENSG00000037042"	988.975146416862	-0.517515662356075	0.0753963340468283	-6.86393667409145	6.69883355819172e-12	2.78964144084796e-11	"TUBG2"	"TUBG2"
"ENSG00000037897"	951.930988264477	0.837059450274463	0.0675093407222571	12.3991649350901	2.64061076495377e-35	3.38443460211156e-34	"METTL1"	"METTL1"
"ENSG00000038002"	1680.24606066448	0.271339453067727	0.0598109904341104	4.53661527920429	5.71642485798657e-06	1.49129666156422e-05	"AGA"	"AGA"
"ENSG00000038219"	4168.33632481977	-0.438955992097887	0.0621515581141586	-7.06267075865778	1.63332409266285e-12	7.07814087546045e-12	"BOD1L1"	"BOD1L1"
"ENSG00000038382"	7146.89246710552	-0.156998403531551	0.0683622180320535	-2.2965668471719	0.021643491702437	0.0358936058907659	"TRIO"	"TRIO"
"ENSG00000038427"	21891.8982590026	1.57807325932805	0.121104228228504	13.03070324143	8.18497710333408e-39	1.19606937571193e-37	"VCAN"	"VCAN"
"ENSG00000038532"	2447.85751971881	0.309820287268129	0.0460570956095986	6.72687418013306	1.73346506149513e-11	7.01173513427231e-11	"CLEC16A"	"CLEC16A"
"ENSG00000039537"	211.941907716085	-3.16646716175803	0.229721057404291	-13.7839656387498	3.1829599743283e-43	5.44288480635687e-42	"C6"	"C6"
"ENSG00000040275"	830.174966776587	0.87993833459079	0.0617973953005425	14.2390845166101	5.24091245171737e-46	9.87840261632075e-45	"SPDL1"	"SPDL1"
"ENSG00000040341"	3425.56527348915	0.552764096817808	0.0683294468392691	8.08969079053239	5.9816388663052e-16	3.16237953613832e-15	"STAU2"	"STAU2"
"ENSG00000040731"	6.54988754257207	-0.853409078986825	0.320222833075986	-2.6650475570064	0.00769774360193094	0.0137314114162535	"CDH10"	"CDH10"
"ENSG00000041880"	1406.13242609454	-0.417956358130218	0.0707594159646278	-5.90672424909714	3.48977154569708e-09	1.20069888131641e-08	"PARP3"	"PARP3"
"ENSG00000042753"	4840.49127930187	0.990947449464314	0.0708542516878798	13.9857161124154	1.90549135517589e-44	3.41558595900977e-43	"AP2S1"	"AP2S1"
"ENSG00000043462"	1448.90636986699	0.461814719036579	0.0923074846410326	5.00300404493195	5.64437560896469e-07	1.61711948361111e-06	"LCP2"	"LCP2"
"ENSG00000046647"	1212.56106768252	0.209904472532694	0.0549156266349403	3.8223086104082	0.000132208083729439	0.000297323717768016	"GEMIN8"	"GEMIN8"
"ENSG00000046653"	1169.92661459667	-1.6683982636365	0.128212163612022	-13.0127923641096	1.03490117815137e-38	1.50618816167383e-37	"GPM6B"	"GPM6B"
"ENSG00000047056"	1603.05224557246	-0.202953349023378	0.0494344351995081	-4.10550556923117	4.03431563502798e-05	9.5964364188391e-05	"WDR37"	"WDR37"
"ENSG00000047315"	6648.69029284809	0.159977338334438	0.0572241771347918	2.7956249673562	0.00517994711864349	0.00948030349835386	"POLR2B"	"POLR2B"
"ENSG00000047644"	4426.81503859597	0.221726514978882	0.0617838657448306	3.58874460679783	0.000332274147023491	0.00071375828425582	"WWC3"	"WWC3"
"ENSG00000047648"	280.578785300701	-1.2804096602765	0.106817366863374	-11.986905293352	4.16164377615728e-33	4.87730066582437e-32	"ARHGAP6"	"ARHGAP6"
"ENSG00000047849"	18020.5314130282	-0.594591407863742	0.0448875358526903	-13.2462474619913	4.74334202529444e-40	7.21283772732335e-39	"MAP4"	"MAP4"
"ENSG00000048342"	915.261596863917	-0.812749998286325	0.0723243961245084	-11.2375635585972	2.66639975038993e-29	2.6595832192854e-28	"CC2D2A"	"CC2D2A"
"ENSG00000048540"	558.466793630107	-1.46412720757035	0.194034113577822	-7.54572059816237	4.49793441438106e-14	2.13280625158316e-13	"LMO3"	"LMO3"
"ENSG00000048649"	5381.23779112433	0.269494524904054	0.0883377674456024	3.05072827508355	0.00228287071130314	0.00439291466455193	"RSF1"	"RSF1"
"ENSG00000048740"	2326.95660444252	-1.91739514313835	0.102690934060311	-18.6715133198834	8.44263057047584e-78	4.30124007953949e-76	"CELF2"	"CELF2"
"ENSG00000048828"	14930.8273018846	0.460565784311203	0.0432869095170889	10.6398398372464	1.94463322209275e-26	1.70629174397268e-25	"FAM120A"	"FAM120A"
"ENSG00000048991"	2400.12575843827	0.456801792578621	0.0545925076257388	8.36748140807609	5.88628071723945e-17	3.26457786284235e-16	"R3HDM1"	"R3HDM1"
"ENSG00000049192"	222.640936121612	1.22454724642546	0.107505758456303	11.390527019287	4.6616160493997e-30	4.8190961234907e-29	"ADAMTS6"	"ADAMTS6"
"ENSG00000049246"	1686.02087193919	-0.960652911762123	0.0866295443021984	-11.0892065691929	1.41537547621844e-28	1.3686055307011e-27	"PER3"	"PER3"
"ENSG00000049618"	6099.13152307894	-0.222581517119508	0.0525621339832644	-4.23463623433511	2.28921970061099e-05	5.59956461953955e-05	"ARID1B"	"ARID1B"
"ENSG00000049656"	7838.68066709982	0.596646010678548	0.0535326584333238	11.1454582705188	7.53553626751934e-29	7.35795220115236e-28	"CLPTM1L"	"CLPTM1L"
"ENSG00000050130"	2568.12317055268	0.169142697662687	0.052689131935177	3.21020087920184	0.00132642240606827	0.00263965218906432	"JKAMP"	"JKAMP"
"ENSG00000050628"	2614.18976097839	-1.41221891657934	0.157661339500534	-8.95729365901116	3.3274463356122e-19	2.06181891785817e-18	"PTGER3"	"PTGER3"
"ENSG00000051009"	2125.59207702664	-0.21138042252874	0.0455002124351294	-4.64570188172439	3.38922146422367e-06	9.0433321339803e-06	"FHIP1B"	"FHIP1B"
"ENSG00000052802"	3560.55205828875	0.520524092946553	0.0857425133576583	6.07078183928768	1.27289010599694e-09	4.52003904154546e-09	"MSMO1"	"MSMO1"
"ENSG00000053438"	203.311024965153	-3.51688193898016	0.165965384680893	-21.1904545381085	1.16962774777843e-99	1.0571809102507e-97	"NNAT"	"NNAT"
"ENSG00000053770"	2668.95175852609	-0.111121891470739	0.0479791355731085	-2.31604613429137	0.0205557498883283	0.0342230356934617	"AP5M1"	"AP5M1"
"ENSG00000054116"	3534.61767861293	0.18591531843771	0.0438114551854708	4.24353214588875	2.20028837252857e-05	5.39104618775382e-05	"TRAPPC3"	"TRAPPC3"
"ENSG00000054148"	2793.88586178043	0.827734983123479	0.0829506405947238	9.97864485661523	1.89030753621615e-23	1.45327091700559e-22	"PHPT1"	"PHPT1"
"ENSG00000054282"	1689.49418461023	0.17544111258903	0.0444409625414307	3.94773430988299	7.88942896270878e-05	0.00018187250814083	"SDCCAG8"	"SDCCAG8"
"ENSG00000054523"	4542.00916013348	-0.464665748394263	0.0669413500601156	-6.9413859740949	3.88271560767397e-12	1.64574275530776e-11	"KIF1B"	"KIF1B"
"ENSG00000054654"	9180.63491430672	-0.830123426057774	0.072765304395263	-11.4082313398776	3.80385053957228e-30	3.94454667248669e-29	"SYNE2"	"SYNE2"
"ENSG00000055208"	6534.72319949369	-0.291147942144702	0.0569510872777123	-5.1122455437061	3.18351649723084e-07	9.319842581151e-07	"TAB2"	"TAB2"
"ENSG00000056558"	861.53436624831	0.50796388343403	0.0957568848980967	5.30472439631468	1.1284335411619e-07	3.43496901353619e-07	"TRAF1"	"TRAF1"
"ENSG00000056972"	2365.05058511354	-0.160030033971369	0.0664212899505367	-2.40931836901303	0.0159823491459102	0.0271287962517317	"TRAF3IP2"	"TRAF3IP2"
"ENSG00000057019"	2315.30515938801	-0.651631729175516	0.0793986407276039	-8.20708922979041	2.26615156161712e-16	1.22419771679836e-15	"DCBLD2"	"DCBLD2"
"ENSG00000057252"	2854.42541257883	0.452047240676359	0.0841651584548106	5.37095454907353	7.83209494608568e-08	2.41566986413525e-07	"SOAT1"	"SOAT1"
"ENSG00000057294"	1587.69270249733	-0.255041550661772	0.104301858152267	-2.44522537929712	0.0144761647322828	0.0247516354221773	"PKP2"	"PKP2"
"ENSG00000057608"	20353.0303861085	0.350917117957343	0.0524363351380779	6.6922510322907	2.19763442844e-11	8.82068100639182e-11	"GDI2"	"GDI2"
"ENSG00000058063"	3168.68792996172	-0.506128212395638	0.0998863214075152	-5.06704226628531	4.04044593190255e-07	1.17375242620635e-06	"ATP11B"	"ATP11B"
"ENSG00000058085"	5023.88526283262	-1.28154970298042	0.162190172098238	-7.90152502091305	2.75511530467985e-15	1.40639444576003e-14	"LAMC2"	"LAMC2"
"ENSG00000058600"	2560.56034694816	0.39091438675566	0.0478889332983507	8.16293786124326	3.26972733351038e-16	1.75198711095166e-15	"POLR3E"	"POLR3E"
