"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
0	NA	NA	NA	NA	NA
0.113688117097568	0.841989805860516	3.5338115409304	0.238266754213733	0.811674205169084	NA
0.759767994550438	1.15190711924104	2.36003905998823	0.488088158696314	0.625487398099367	NA
1.19485487832087	3.76066348046737	2.32519167016969	1.61735633613074	0.105801385166723	NA
0.128143418820153	0.841989805860516	3.5338115409304	0.238266754213733	0.811674205169084	NA
7.6473009507431	-0.859386118608131	0.637142899560623	-1.34881220398245	0.177397293779182	0.483025590177772
21.2788471240609	0.474521162213213	0.506508974635122	0.936846504161249	0.348837520139176	0.674814211723012
2.25040191657813	-0.194597942038327	1.07542424547353	-0.180949930092605	0.856406877127841	NA
7.52642615637178	0.191501535650582	0.697703854049373	0.27447395415567	0.783720416882712	0.92901225272447
0.124140909078817	-0.600682714538757	3.5338115409304	-0.16998153624814	0.865024657269337	NA
0.142238361297086	0.841989805860515	3.5338115409304	0.238266754213733	0.811674205169085	NA
0.833788427692188	-1.10173679577822	2.33437511962869	-0.471962190872505	0.636953776151868	NA
0.915415657836748	2.46299084320244	1.90916693429126	1.29008668595907	0.197020562027753	NA
0	NA	NA	NA	NA	NA
1.4124431060839	-1.52160800858685	1.70703332544925	-0.891375690153205	0.372727654895398	NA
0.902113325321615	0.693920519293305	2.2722872579815	0.30538415284242	0.76007358990115	NA
0	NA	NA	NA	NA	NA
9.75959122094543	0.0791460914871684	0.51113952238428	0.154842441292703	0.876945531380411	0.961787462762425
3.11691090476091	-0.739424046332258	0.966008845930558	-0.765442313957249	0.444008204387128	NA
1.64931317024071	-0.0799219163476057	1.33686682533928	-0.0597830051825262	0.952328461264185	NA
18.4581743478616	-0.744344770367576	0.672620110234427	-1.10663472447791	0.268451887761612	0.599031683249516
0	NA	NA	NA	NA	NA
1.61078360952331	0.788180283832525	1.36882238150682	0.575809027147032	0.56474427121787	NA
0.614315487364991	-1.59742016856941	3.45967328002974	-0.461725729360107	0.644278017620548	NA
1.25754493808725	0.10422578084798	1.46501219337827	0.0711432855774659	0.943283718516865	NA
0	NA	NA	NA	NA	NA
0.261433491845048	0.120655797704222	3.5338115409304	0.0341432462673026	0.972762923038636	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0.279773326470228	1.64059711393793	3.52499877294354	0.465417782987753	0.641632301809268	NA
0.71243247502434	0.21608796112454	3.44404834345054	0.0627424297151545	0.949971609905226	NA
0.119195130547962	-0.600682714538757	3.5338115409304	-0.16998153624814	0.865024657269337	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
1.64127855427393	0.815755639955958	1.49253582323941	0.546556824469002	0.58468323826217	NA
1.11290761837219	-0.204728734567718	1.61921022017468	-0.126437402640425	0.899385696684005	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
28.7788656952526	-0.401991243060113	0.582350858302718	-0.690290462062219	0.490011544719255	0.779771025524566
40.5349903902661	-1.19352627115339	0.660566789503517	-1.80682149045132	0.070790116798075	0.289532573345713
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
4.89468981986293	0.245941059355855	0.783362981717879	0.313955426916546	0.753554892448837	0.917126199628959
0.119195130547962	-0.600682714538757	3.5338115409304	-0.16998153624814	0.865024657269337	NA
0	NA	NA	NA	NA	NA
3.36645395250802	-0.496294173477841	0.96256104223998	-0.515597610643906	0.60613547945993	NA
0.124140909078817	-0.600682714538757	3.5338115409304	-0.16998153624814	0.865024657269337	NA
2.79930528713732	1.22634180871776	1.0282748445299	1.19262064538632	0.233017976572253	NA
0.346811564529407	-0.55210945866674	3.53181781660953	-0.156324444616102	0.875777289183153	NA
0.337863276257216	-1.83160172350981	3.48984246884025	-0.524837937489623	0.59969585616252	NA
0.498092120298479	1.42284591099782	3.01560352615408	0.471827910618087	0.63704962718462	NA
0.777565523480514	0.110642733541529	2.326624116783	0.0475550531533703	0.962070853859659	NA
0.352078378193492	-0.618103996684986	3.52969615262206	-0.175115355531615	0.860988992735048	NA
1.04409863784061	1.70101898096633	3.30026732095137	0.515418545088033	0.606260576071323	NA
1.78458458235012	0.527499270805809	1.494015734877	0.353074775915421	0.724032382539394	NA
1.32516608569029	-1.33552227439753	1.53079082599612	-0.87243942916138	0.382968698304989	NA
0	NA	NA	NA	NA	NA
5.60461955797146	-0.238270355565602	0.811016329444466	-0.293792303453142	0.768916616647361	0.923755798936187
0	NA	NA	NA	NA	NA
1.16904098162527	0.0259617362827018	1.82476744552291	0.014227421881292	0.988648542701628	NA
15.1599142253344	-0.0862030816844143	0.454753544195476	-0.189559999662938	0.849653934450664	0.95240102206534
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
4.69231345587607	-1.57687283886327	0.879317684175441	-1.79329139768404	0.0729263421817471	0.294296146356537
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA
